,text,keywords
160,thermalperformanceofthesmartwindowhasbeenpredictedunderdifferentsimulatedparametersnamelydirectsolarradiationintensityambienttemperaturewaterinlettemperatureandwaterflowratefig11showssampleoftemperaturedistributionofallwindowcomponentsatplanepassingthroughthehorizontalwindowsegmentbasedonsimulationphysicalconditionslistedontablesimulationdatahasbeencollectedfromallsuccessivesimulationstheeffectofincreasingdirectsolarradiationonbothsolarcellsandwatertemperaturesisshowninfig12threedifferentsimulationswereperformedassumingdirectsolarradiationintensitiesof400600and800wm2incidentonthefrontpanewithsetambienttemperaturewaterinlettemperatureandwaterflowrateofrespectively273k283kandwatertemperaturewasfoundtoincreasebyasitpassedthroughthetubecarryingthesolarcellsfromlefttorightforthebottommostunitsat800wm2ofdirectincidentsolar,"['ambient temperature', 'direct solar radiation intensity', 'increasing direct solar radiation on both solar cells and water temperatures', 'simulated parameters', 'Simulation data', 'simulation physical conditions', 'simulations', 'solar cells', 'solar radiation', 'Thermal performance of the smart window', 'tube', 'water flow rate', 'water inlet temperature', 'window components', 'window’s front pane']"
161,aa2024t3aluminiumalloyiswidelyusedforaerospaceapplicationsduetoitshighstrengthtoweightratioandhighdamagetolerancethatresultfromcopperandmagnesiumastheprincipalalloyingelementsandappropriatethermomechanicalprocessingthemicrostructureofthealloyisrelativelycomplexandnumberofcompositionallydistinctphaseshavebeenidentifiedalthoughpossessingfavourablemechanicalpropertiesthealloyisrelativelysusceptibletocorrosionandgenerallyrequiressurfacetreatmentinpracticalapplicationsthecorrosionbehaviourofthealloyisparticularlyaffectedbythepresenceoftheintermetallicparticlesduetotheirdifferingpotentialswithrespecttothealloymatrixcoppercontainingsecondphaseparticlesatthealloysurfaceareparticularlydetrimentaltothecorrosionresistanceastheyprovidepreferentialcathodicsitesoneoftheprincipletypesofsecondphaseparticlethatisimportanttothecorrosionbehaviourofthealloyisthephaseparticledealloyingofphaseparticleswhichmayaccountforoftheconstituentparticlesinaa2024alloysiscommonlyobservedwhenthealloyisexposedtoanaggressiveenvironmenttheparticlesareconsideredasimportantinitiationsitesforseverelocalizedcorrosioninthealloythedealloyingofthephaseparticlesandtheresultingenrichmentofcopperresultindecreaseofthevoltapotentialwithrespecttothematrixandhencethedealloyedparticlesbecomeactivecathodicsites,"['AA2024 alloys', 'AA 2024-T3 aluminium alloy', 'aerospace applications', 'Al2CuMg', 'alloy', 'alloying elements', 'alloy matrix', 'cathodic sites', 'compositionally-distinct phases', 'constituent particles', 'copper', 'Copper-containing second phase particles', 'corrosion', 'corrosion behaviour', 'corrosion resistance', 'dealloyed particles', 'dealloying', 'decrease of the Volta potential', 'enrichment', 'intermetallic particles', 'magnesium', 'particles', 'second phase particle', 'S phase', 'S phase particles', 'surface treatment', 'thermomechanical processing']"
162,thisphasewascompletedin2005previouscontractshadbeenprocuredwiththecontractorprovidingthedetaileddesignforthissystemthedesignwasundertakenbymottmacdonalditwasdevelopedbylookingatthesystemsinstalledpreviouslyandcalculatingwhatwasactuallyrequiredtoachievecathodicprotectionofthepiersthisresultedinsignificantreductioninthenumberofzonesandmonitoringprobesthevaryingamountsofsteelworkinthebeamshadpreviouslyleadtouptozonesperbeamwithmultiplelayersofmeshtoachievethedesigncurrentdensityonreviewofthedatatheoperatingcurrentdensitywassimilarinallzonesandsothiswasreducedtosinglezoneperbeamtheencapsulationwassusceptibletoasrandcontainedposttensioningandsoitwasdecidedtousegalvanicsystembasedongalvashieldccanodesfromfosrocourdesigndidnotincludeanoptiontoallowdepolarizationofthegalvanicsystembutthecontractorsuppliedonesuchthattheanodescouldberemotelydisconnectedthecontrolunitwasfromelectrotechcpandoperatedviabroadbandconnectionprovidedbythe,"['ASR', 'broadband connection', 'cathodic protection of the piers', 'data', 'depolarization of the galvanic system', 'detailed design', 'encapsulation', 'galvanic system', 'Galvashield CC anodes', 'looking at the systems installed previously and calculating', 'multiple layers of mesh', 'significant reduction in the number of zones and monitoring probes', 'systems installed previously', 'varying amounts of steelwork']"
163,theparticularphasefieldmodelweemployisanextensionofandisbasedonthethreedimensionalthermalphasefieldmodelofandtwodimensionalthermalsolutalphasefieldmodelofonefeatureofthephysicalproblemisthatitispurelydissipativeorentropyincreasingasallnaturalrelaxationalphenomenaaretheresultingpdesareofallencahnandcarnhilliardtypethatistosaythemodelinvolvestimederivativesofthethreefieldscoupledtoformsinvolvingvariationalderivativesofsomefunctionaltypicallythefreeenergyfunctionalasthedendritegrowsthefreeenergyreducesmonotonicallywithtimebutneverachievesequilibriumifthedomainboundaryisfarfromthedendritealthoughwehavelistedsomeofthedifficultaspectsofthismodeltherelaxationalaspectistypicallyanassetandresultsinstablenumericalschemesthereisnoconvectionforexampleleastintheabsenceofflowinthe,"['dendrite', 'free energy functional', 'functional', 'melt', 'numerical schemes', 'PDEs', 'phase field model', 'three dimensional thermal phase field model', 'time derivatives of the three fields coupled to forms involving variational derivatives', 'two dimensional thermal-solutal phase field model']"
164,inthisletterwepresentresultsofrelativisticcalculationofdecayconstantsintheframeworkoffullsalpeterequationthefullsalpeterequationisrelativisticequationdescribingboundstatesincethismethodhasverysolidbasisinquantumfieldtheoryitisverygoodindescribingboundstatewhichisrelativisticsysteminpreviouspaperwesolvedtheinstantaneousbethesalpeterequationwhichisalsocalledfullsalpeterequationafterwesolvedthefullsalpeterequationweobtainedtherelativisticwavefunctionoftheboundstateweusedthiswavefunctiontocalculatetheaveragekineticenergyoftheheavyquarkinsideheavymesoninstateandobtainedvalueswhichagreeverywellwithrecentexperimentswealsofoundtherethattherelativisticcorrectionsarequitelargeandcannotbeignoredinthisletterweusethismethodtopredictthevaluesofdecayconstantsofheavymesonsin,"['Bethe–Salpeter equation', 'calculate the average kinetic energy', 'describing a bound state', 'framework of full Salpeter equation', 'full Salpeter equation', 'heavy meson', 'heavy mesons', 'heavy quark', 'obtained values', 'predict the values of decay constants', 'quantum field theory', 'relativistic calculation of decay constants', 'relativistic corrections are quite large', 'relativistic equation', 'relativistic system', 'relativistic wave function of the bound state', 'Salpeter equation', 'solved the full Salpeter equation', 'solved the instantaneous Bethe–Salpeter equation', 'use this method', 'wave function']"
165,witheverincreasingcomputerperformancesimulationsinmuchlargersystemshavebecomefeasiblehoweverfullatomisticapproachestopolymercrystallizationneedextremelylargecomputerpowereveninthecaseofsimplepolymersandappropriatemodelingorcoarsegrainingofthesystemisimperativefromseriesofworkonthedevelopmentofcoarsegrainedmodelsforpolymersmayerandmullerplathehavebuildupmodelofforstudyingearlystageofcrystallizationtheyinvestigatedtheemergenceofcrystallineorderfromtheisotropicmeltbyrapidquenchingtheycouldreproducemanyelementaryprocessesofhomogenousnucleationthatshowedgoodcorrespondencewithexperimentsandothersimulationsintemperaturedependenceoflamellathicknessstructureoffoldsurfaceetcintheirworktheyneglectedlongrangeforcederwaalstoacceleratecomputationtheirmodelhastheenergycontributionduetointrachaininteractionsonlyandthedominantdrivingforceforcrystallizationisentropicwhichseemstoignoredominantdrivingforceforpolymercrystallizationinconventionalsensehowevertheirworkisreminiscentoftheclassicalsolidliquidtransitioninsystemsofrepulsivesphericalatomsandposesanintriguingproblemastotheintrinsicdrivingforceforpolymer,"['appropriate modeling', 'classical solid–liquid transition', 'coarse-grained models', 'coarse-graining of the system', 'crystalline', 'crystallization', 'fold surface', 'full-atomistic approaches', 'homogenous nucleation', 'intrachain interactions', 'isotropic melt', 'lamella', 'liquid', 'polymer', 'polymer crystallization', 'polymers', 'poly(vinyl alcohol)', 'PVA', 'rapid quenching', 'repulsive spherical atoms', 'simple polymers', 'simulations', 'solid']"
166,westudysequencesofoptimalwalksofgrowinglengthinweighteddigraphsorequivalentlysequencesofentriesofmaxalgebraicmatrixpowerswithgrowingexponentsitisknownthatthesesequencesareeventuallyperiodicwhenthedigraphsarestronglyconnectedthetransientofsuchperiodicitydependsingeneralbothonthesizeofdigraphandonthemagnitudeoftheweightsinthispaperweshowthatsomeboundsontheindicesofperiodicityofdigraphssuchastheboundsofwielandtdulmagemendelsohnschwarzkimandgregorykirklandpullmanapplytotheweightsofoptimalwalkswhenoneoftheirendsiscritical,"['digraph', 'digraphs are strongly connected', 'sequences of entries of max-algebraic matrix powers with growing exponents', 'sequences of optimal walks of a growing length in weighted digraphs', '(unweighted) digraphs']"
167,roomtemperaturepowderraydiffractionwasperformedonpanalyticalempyreandiffractometertheobtainedxrdpatternswereanalysedwithstoewinxpowsoftwareinordertodeterminephasepuritythecrystalstructureandthecellparametersofthesamplesthermogravimetricanalysiswasperformedusingnetzschsta449cinstrumentequippedwithproteusthermalanalysissoftwarethetgastudieswerecarriedoutunderreducingconditionsh2fromroomtemperaturetoinordertodeterminetheweightchangeoftheperovskiteduringthereductionthemicrostructureofthesurfacewasanalysedusingjeoljsm6700fieldemission74scanningelectronmicroscopethetotalconductivityofthesampleswasmeasuredusingconventionalfourterminalmethodbarsampleswerepreparedbycalcinationatfor1hgoldwirecontactswereattachedtothebarswhichthenwerecuredatfor1htheconductivityofthesampleswasmeasuredunderredoxcycleatlowoxygenpartialpressurewasachievedbyusingcontinuousflowofh2,"['5% H2/Ar', 'calcination', 'cell parameters', 'conductivity', 'crystal structure', 'FEG-SEM', 'field emission 74 scanning electron microscope', 'flow', 'four-terminal method', 'Gold wire contacts', 'H2/Ar', 'Low oxygen partial pressure', 'Netzsch STA 449C instrument', 'PANalytical Empyrean diffractometer', 'perovskite', 'phase purity', 'powder X-ray diffraction', 'Proteus thermal analysis software', 'redox cycle', 'reducing conditions', 'STOE Win XPOW software', 'TGA', 'Thermogravimetric analysis', 'total conductivity', 'weight change', 'XRD', 'XRD patterns']"
168,thisresearchtracestheimplementationofaninformationsystemintheformoferpmodulescoveringtenantandcontractmanagementinchineseservicecompanymisalignmentsbetweentheerpsystemspecificationanduserneedsledtotheadoptionofinformalprocesseswithintheorganisationtheseprocessesarefacilitatedwithinaninformalorganisationalstructureandarebasedonhumaninteractionsundertakenwithintheformalorganisationratherthantoattempttosuppresstheemergenceoftheinformalorganisationthecompanydecidedtochanneltheenergiesofstaffinvolvedininformalprocessestowardsorganisationalgoalsthecompanyachievedthisbyharnessingthecapabilitiesofwhatwetermhybriderpsystemcombiningthefunctionalityoftraditionalerpinstallationwiththecapabilitiesofenterprisesocialsoftwarehoweverthecompanyrecognisedthatthesuccessfuloperationofthehybriderpsystemwouldrequirenumberofchangesinorganisationaldesigninareassuchasreportingstructuresandcommunicationchannelsnarrativeprovidedbyinterviewswithcompanypersonnelisthematisedaroundtheformalandinformalcharacteristicsoftheorganisationasdefinedintheliteraturethisleadstodefinitionofthecharacteristicsofthehybridorganisationandstrategiesforenablinghybridorganisationfacilitatedbyhybriderpsystemwhichdirectsformalandinformalbehaviourtowardsorganisationalgoalsandprovidestemplateforfuturehybrid,"['Enterprise Social Software', 'ERP installation', 'ERP modules', 'ERP system', 'ESS', 'hybrid ERP system']"
169,certainlythereforetheseesawmechanismisanattractiveexplanationofwhythelightneutrinomassesaresosmallhoweveritisnotwithoutitsfaultsinparticularthereistensionbetweenthestronglyhierarchicalnatureoftheobservedyukawacouplingsinthequarkandchargedleptonsectorsandtheessentiallyhierarchyfreemassesimpliedbythemoreoverboththeθ12andθ23mixinganglesarelargewhiletheissmallwhichisinsharpcontrastwiththecorrespondingmixingsinthequarksectorwhichareallsmalltheseproblemscanbesolvedinspecificmodelsforexampletheδm2valuescanbefittedbytakingthespectrumofrhdneutrinomassestobehierarchicalinsuchwayastoalmostcompensateforthehierarchicalneutrinoyukawacouplingsbutthishasthepriceofintroducingwiderangeofrhdneutrinomasses1015whichthenrequire,"['charged lepton sectors', 'hierarchical neutrino Yukawa couplings', ""hierarchy-free masses implied by the Δm2's"", 'light neutrino masses', 'MR∼1010–1015', 'quark', 'quark sector', 'rhd neutrino masses', 'see-saw mechanism', 'the angle\xa0θ13', 'Yukawa couplings', 'Yukawa couplings in the quark and charged lepton sectors', 'Δm2 values can be fitted by taking the spectrum of rhd neutrino masses', 'θ12 and θ23 mixing angles']"
170,intherecentyearsandmainlymotivatedbytheimpulseofdataminingmanymethodsfordimensionalityreductionhavearisenwithintheseitisworthhighlightingtheprincipalcomponentanalysismethodinandimensionalvectorspacethesimplestversionofpcaistechniquethatfindsthemutuallyuncorrelatedvectorsontowhichtheprojectionofthesamplesgeneratesthehighestvariancestheresultissetoforthogonalvectorssortedindescendingorderofachievedvariancethefirstofthesevectorsisthatontowhichthevarianceoftheprojectionofthesamplesismaximuminthissensetheoriginalkpisconstitutethedimensionalvectorspacebasiswhereasthesynthetickpisrepresenttheorthogonalvectorswiththehighestvariancetoberigorousuptosyntheticorthogonalkpismaybecomputedhoweveronlysmallsetofthemthefirstisenoughtoaccountformostofthevarianceofthe,"['a set of orthogonal vectors', 'data mining', 'dimensionality reduction', 'finds the mutually-uncorrelated vectors', 'linear PCA', 'N-dimensional vector space basis', 'N^ synthetic KPIs', 'PCA', 'Principal Component Analysis method', 'the first N^', 'the projection of the samples generates the highest variances', 'the simplest version of PCA', 'the variance of the projection of the samples is maximum', 'up to N synthetic orthogonal KPIs']"
